state,candidate,total_votes,party,Election Year
Connecticut,Bernie Sanders,2346,Democrat,2016
Connecticut,Hillary Clinton,2665,Democrat,2016
Connecticut,Bernie Sanders,370,Democrat,2016
Connecticut,Hillary Clinton,967,Democrat,2016
Connecticut,Bernie Sanders,475,Democrat,2016
Connecticut,Hillary Clinton,425,Democrat,2016
Connecticut,Bernie Sanders,440,Democrat,2016
Connecticut,Hillary Clinton,250,Democrat,2016
Connecticut,Bernie Sanders,7062,Democrat,2016
Connecticut,Hillary Clinton,9710,Democrat,2016
Connecticut,Bernie Sanders,1343,Democrat,2016
Connecticut,Hillary Clinton,1156,Democrat,2016
Connecticut,Bernie Sanders,1186,Democrat,2016
Connecticut,Hillary Clinton,882,Democrat,2016
Connecticut,Bernie Sanders,1632,Democrat,2016
Connecticut,Hillary Clinton,1631,Democrat,2016
Connecticut,Bernie Sanders,1177,Democrat,2016
Connecticut,Hillary Clinton,1362,Democrat,2016
Connecticut,Bernie Sanders,141,Democrat,2016
Connecticut,Hillary Clinton,129,Democrat,2016
Connecticut,Bernie Sanders,496,Democrat,2016
Connecticut,Hillary Clinton,502,Democrat,2016
Connecticut,Bernie Sanders,186,Democrat,2016
Connecticut,Hillary Clinton,97,Democrat,2016
Connecticut,Bernie Sanders,1003,Democrat,2016
Connecticut,Hillary Clinton,1080,Democrat,2016
Connecticut,Bernie Sanders,276,Democrat,2016
Connecticut,Hillary Clinton,201,Democrat,2016
Connecticut,Bernie Sanders,2989,Democrat,2016
Connecticut,Hillary Clinton,4457,Democrat,2016
Connecticut,Bernie Sanders,1606,Democrat,2016
Connecticut,Hillary Clinton,1238,Democrat,2016
Connecticut,Bernie Sanders,434,Democrat,2016
Connecticut,Hillary Clinton,476,Democrat,2016
Connecticut,Bernie Sanders,570,Democrat,2016
Connecticut,Hillary Clinton,678,Democrat,2016
Connecticut,Bernie Sanders,529,Democrat,2016
Connecticut,Hillary Clinton,680,Democrat,2016
Connecticut,Bernie Sanders,404,Democrat,2016
Connecticut,Hillary Clinton,302,Democrat,2016
Connecticut,Bernie Sanders,574,Democrat,2016
Connecticut,Hillary Clinton,412,Democrat,2016
Connecticut,Bernie Sanders,839,Democrat,2016
Connecticut,Hillary Clinton,693,Democrat,2016
Connecticut,Bernie Sanders,428,Democrat,2016
Connecticut,Hillary Clinton,270,Democrat,2016
Connecticut,Bernie Sanders,307,Democrat,2016
Connecticut,Hillary Clinton,171,Democrat,2016
Connecticut,Bernie Sanders,558,Democrat,2016
Connecticut,Hillary Clinton,466,Democrat,2016
Connecticut,Bernie Sanders,215,Democrat,2016
Connecticut,Hillary Clinton,116,Democrat,2016
Connecticut,Bernie Sanders,353,Democrat,2016
Connecticut,Hillary Clinton,252,Democrat,2016
Connecticut,Bernie Sanders,359,Democrat,2016
Connecticut,Hillary Clinton,267,Democrat,2016
Connecticut,Bernie Sanders,502,Democrat,2016
Connecticut,Hillary Clinton,678,Democrat,2016
Connecticut,Bernie Sanders,1039,Democrat,2016
Connecticut,Hillary Clinton,1566,Democrat,2016
Connecticut,Bernie Sanders,928,Democrat,2016
Connecticut,Hillary Clinton,982,Democrat,2016
Connecticut,Bernie Sanders,123,Democrat,2016
Connecticut,Hillary Clinton,172,Democrat,2016
Connecticut,Bernie Sanders,237,Democrat,2016
Connecticut,Hillary Clinton,187,Democrat,2016
Connecticut,Bernie Sanders,326,Democrat,2016
Connecticut,Hillary Clinton,442,Democrat,2016
Connecticut,Bernie Sanders,102,Democrat,2016
Connecticut,Hillary Clinton,45,Democrat,2016
Connecticut,Bernie Sanders,601,Democrat,2016
Connecticut,Hillary Clinton,397,Democrat,2016
Connecticut,Bernie Sanders,185,Democrat,2016
Connecticut,Hillary Clinton,188,Democrat,2016
Connecticut,Bernie Sanders,1292,Democrat,2016
Connecticut,Hillary Clinton,1219,Democrat,2016
Connecticut,Bernie Sanders,173,Democrat,2016
Connecticut,Hillary Clinton,149,Democrat,2016
Connecticut,Bernie Sanders,1280,Democrat,2016
Connecticut,Hillary Clinton,1474,Democrat,2016
Connecticut,Bernie Sanders,293,Democrat,2016
Connecticut,Hillary Clinton,255,Democrat,2016
Connecticut,Bernie Sanders,1351,Democrat,2016
Connecticut,Hillary Clinton,1426,Democrat,2016
Connecticut,Bernie Sanders,832,Democrat,2016
Connecticut,Hillary Clinton,955,Democrat,2016
Connecticut,Bernie Sanders,1763,Democrat,2016
Connecticut,Hillary Clinton,1651,Democrat,2016
Connecticut,Bernie Sanders,180,Democrat,2016
Connecticut,Hillary Clinton,96,Democrat,2016
Connecticut,Bernie Sanders,668,Democrat,2016
Connecticut,Hillary Clinton,367,Democrat,2016
Connecticut,Bernie Sanders,3880,Democrat,2016
Connecticut,Hillary Clinton,7387,Democrat,2016
Connecticut,Bernie Sanders,124,Democrat,2016
Connecticut,Hillary Clinton,52,Democrat,2016
Connecticut,Bernie Sanders,1155,Democrat,2016
Connecticut,Hillary Clinton,1034,Democrat,2016
Connecticut,Bernie Sanders,1992,Democrat,2016
Connecticut,Hillary Clinton,2554,Democrat,2016
Connecticut,Bernie Sanders,617,Democrat,2016
Connecticut,Hillary Clinton,563,Democrat,2016
Connecticut,Bernie Sanders,299,Democrat,2016
Connecticut,Hillary Clinton,170,Democrat,2016
Connecticut,Bernie Sanders,360,Democrat,2016
Connecticut,Hillary Clinton,273,Democrat,2016
Connecticut,Bernie Sanders,806,Democrat,2016
Connecticut,Hillary Clinton,593,Democrat,2016
Connecticut,Bernie Sanders,1300,Democrat,2016
Connecticut,Hillary Clinton,843,Democrat,2016
Connecticut,Bernie Sanders,1330,Democrat,2016
Connecticut,Hillary Clinton,1556,Democrat,2016
Connecticut,Bernie Sanders,56,Democrat,2016
Connecticut,Hillary Clinton,25,Democrat,2016
Connecticut,Bernie Sanders,1356,Democrat,2016
Connecticut,Hillary Clinton,1022,Democrat,2016
Connecticut,Bernie Sanders,139,Democrat,2016
Connecticut,Hillary Clinton,51,Democrat,2016
Connecticut,Bernie Sanders,1751,Democrat,2016
Connecticut,Hillary Clinton,1632,Democrat,2016
Connecticut,Bernie Sanders,89,Democrat,2016
Connecticut,Hillary Clinton,56,Democrat,2016
Connecticut,Bernie Sanders,236,Democrat,2016
Connecticut,Hillary Clinton,252,Democrat,2016
Connecticut,Bernie Sanders,2690,Democrat,2016
Connecticut,Hillary Clinton,2937,Democrat,2016
Connecticut,Bernie Sanders,1005,Democrat,2016
Connecticut,Hillary Clinton,895,Democrat,2016
Connecticut,Bernie Sanders,771,Democrat,2016
Connecticut,Hillary Clinton,538,Democrat,2016
Connecticut,Bernie Sanders,4429,Democrat,2016
Connecticut,Hillary Clinton,5578,Democrat,2016
Connecticut,Bernie Sanders,2286,Democrat,2016
Connecticut,Hillary Clinton,2456,Democrat,2016
Connecticut,Bernie Sanders,299,Democrat,2016
Connecticut,Hillary Clinton,293,Democrat,2016
Connecticut,Bernie Sanders,398,Democrat,2016
Connecticut,Hillary Clinton,940,Democrat,2016
Connecticut,Bernie Sanders,1087,Democrat,2016
Connecticut,Hillary Clinton,2661,Democrat,2016
Connecticut,Bernie Sanders,1495,Democrat,2016
Connecticut,Hillary Clinton,1561,Democrat,2016
Connecticut,Bernie Sanders,431,Democrat,2016
Connecticut,Hillary Clinton,209,Democrat,2016
Connecticut,Bernie Sanders,626,Democrat,2016
Connecticut,Hillary Clinton,1216,Democrat,2016
Connecticut,Bernie Sanders,466,Democrat,2016
Connecticut,Hillary Clinton,239,Democrat,2016
Connecticut,Bernie Sanders,1171,Democrat,2016
Connecticut,Hillary Clinton,740,Democrat,2016
Connecticut,Bernie Sanders,1699,Democrat,2016
Connecticut,Hillary Clinton,2743,Democrat,2016
Connecticut,Bernie Sanders,552,Democrat,2016
Connecticut,Hillary Clinton,442,Democrat,2016
Connecticut,Bernie Sanders,514,Democrat,2016
Connecticut,Hillary Clinton,384,Democrat,2016
Connecticut,Bernie Sanders,546,Democrat,2016
Connecticut,Hillary Clinton,893,Democrat,2016
Connecticut,Bernie Sanders,527,Democrat,2016
Connecticut,Hillary Clinton,465,Democrat,2016
Connecticut,Bernie Sanders,497,Democrat,2016
Connecticut,Hillary Clinton,305,Democrat,2016
Connecticut,Donald Trump,163,Republican,2016
Connecticut,John Kasich,81,Republican,2016
Connecticut,Ted Cruz,42,Republican,2016
Connecticut,Donald Trump,497,Republican,2016
Connecticut,John Kasich,96,Republican,2016
Connecticut,Ted Cruz,116,Republican,2016
Connecticut,Donald Trump,158,Republican,2016
Connecticut,John Kasich,70,Republican,2016
Connecticut,Ted Cruz,50,Republican,2016
Connecticut,Donald Trump,1027,Republican,2016
Connecticut,John Kasich,811,Republican,2016
Connecticut,Ted Cruz,242,Republican,2016
Connecticut,Donald Trump,242,Republican,2016
Connecticut,John Kasich,127,Republican,2016
Connecticut,Ted Cruz,68,Republican,2016
Connecticut,Donald Trump,344,Republican,2016
Connecticut,John Kasich,86,Republican,2016
Connecticut,Ted Cruz,60,Republican,2016
Connecticut,Donald Trump,1256,Republican,2016
Connecticut,John Kasich,437,Republican,2016
Connecticut,Ted Cruz,180,Republican,2016
Connecticut,Donald Trump,379,Republican,2016
Connecticut,John Kasich,138,Republican,2016
Connecticut,Ted Cruz,70,Republican,2016
Connecticut,Donald Trump,1025,Republican,2016
Connecticut,John Kasich,372,Republican,2016
Connecticut,Ted Cruz,171,Republican,2016
Connecticut,Donald Trump,349,Republican,2016
Connecticut,John Kasich,84,Republican,2016
Connecticut,Ted Cruz,49,Republican,2016
Connecticut,Donald Trump,304,Republican,2016
Connecticut,John Kasich,291,Republican,2016
Connecticut,Ted Cruz,95,Republican,2016
Connecticut,Donald Trump,307,Republican,2016
Connecticut,John Kasich,144,Republican,2016
Connecticut,Ted Cruz,71,Republican,2016
Connecticut,Donald Trump,109,Republican,2016
Connecticut,John Kasich,42,Republican,2016
Connecticut,Ted Cruz,28,Republican,2016
Connecticut,Donald Trump,1009,Republican,2016
Connecticut,John Kasich,419,Republican,2016
Connecticut,Ted Cruz,230,Republican,2016
Connecticut,Donald Trump,694,Republican,2016
Connecticut,John Kasich,251,Republican,2016
Connecticut,Ted Cruz,215,Republican,2016
Connecticut,Donald Trump,147,Republican,2016
Connecticut,John Kasich,70,Republican,2016
Connecticut,Ted Cruz,31,Republican,2016
Connecticut,Donald Trump,1971,Republican,2016
Connecticut,John Kasich,620,Republican,2016
Connecticut,Ted Cruz,439,Republican,2016
Connecticut,Donald Trump,1090,Republican,2016
Connecticut,John Kasich,497,Republican,2016
Connecticut,Ted Cruz,204,Republican,2016
Connecticut,Donald Trump,313,Republican,2016
Connecticut,John Kasich,120,Republican,2016
Connecticut,Ted Cruz,57,Republican,2016
Connecticut,Donald Trump,542,Republican,2016
Connecticut,John Kasich,244,Republican,2016
Connecticut,Ted Cruz,117,Republican,2016
Connecticut,Donald Trump,52,Republican,2016
Connecticut,John Kasich,30,Republican,2016
Connecticut,Ted Cruz,13,Republican,2016
Connecticut,Donald Trump,351,Republican,2016
Connecticut,John Kasich,84,Republican,2016
Connecticut,Ted Cruz,85,Republican,2016
Connecticut,Donald Trump,595,Republican,2016
Connecticut,John Kasich,362,Republican,2016
Connecticut,Ted Cruz,142,Republican,2016
Connecticut,Donald Trump,129,Republican,2016
Connecticut,John Kasich,38,Republican,2016
Connecticut,Ted Cruz,30,Republican,2016
Connecticut,Donald Trump,1364,Republican,2016
Connecticut,John Kasich,694,Republican,2016
Connecticut,Ted Cruz,312,Republican,2016
Connecticut,Donald Trump,133,Republican,2016
Connecticut,John Kasich,103,Republican,2016
Connecticut,Ted Cruz,27,Republican,2016
Connecticut,Donald Trump,705,Republican,2016
Connecticut,John Kasich,295,Republican,2016
Connecticut,Ted Cruz,130,Republican,2016
Connecticut,Donald Trump,698,Republican,2016
Connecticut,John Kasich,322,Republican,2016
Connecticut,Ted Cruz,174,Republican,2016
Connecticut,Donald Trump,97,Republican,2016
Connecticut,John Kasich,23,Republican,2016
Connecticut,Ted Cruz,22,Republican,2016
Connecticut,Donald Trump,309,Republican,2016
Connecticut,John Kasich,132,Republican,2016
Connecticut,Ted Cruz,58,Republican,2016
Connecticut,Donald Trump,54,Republican,2016
Connecticut,John Kasich,43,Republican,2016
Connecticut,Ted Cruz,7,Republican,2016
Connecticut,Donald Trump,525,Republican,2016
Connecticut,John Kasich,227,Republican,2016
Connecticut,Ted Cruz,125,Republican,2016
Connecticut,Donald Trump,632,Republican,2016
Connecticut,John Kasich,329,Republican,2016
Connecticut,Ted Cruz,126,Republican,2016
Connecticut,Donald Trump,2096,Republican,2016
Connecticut,John Kasich,651,Republican,2016
Connecticut,Ted Cruz,388,Republican,2016
Connecticut,Donald Trump,1070,Republican,2016
Connecticut,John Kasich,1284,Republican,2016
Connecticut,Ted Cruz,186,Republican,2016
Connecticut,Donald Trump,173,Republican,2016
Connecticut,John Kasich,94,Republican,2016
Connecticut,Ted Cruz,29,Republican,2016
Connecticut,Donald Trump,356,Republican,2016
Connecticut,John Kasich,59,Republican,2016
Connecticut,Ted Cruz,55,Republican,2016
Connecticut,Donald Trump,473,Republican,2016
Connecticut,John Kasich,224,Republican,2016
Connecticut,Ted Cruz,98,Republican,2016
Connecticut,Donald Trump,302,Republican,2016
Connecticut,John Kasich,178,Republican,2016
Connecticut,Ted Cruz,70,Republican,2016
Connecticut,Donald Trump,496,Republican,2016
Connecticut,John Kasich,185,Republican,2016
Connecticut,Ted Cruz,114,Republican,2016
Connecticut,Donald Trump,574,Republican,2016
Connecticut,John Kasich,267,Republican,2016
Connecticut,Ted Cruz,152,Republican,2016
Connecticut,Donald Trump,688,Republican,2016
Connecticut,John Kasich,277,Republican,2016
Connecticut,Ted Cruz,184,Republican,2016
Connecticut,Donald Trump,964,Republican,2016
Connecticut,John Kasich,176,Republican,2016
Connecticut,Ted Cruz,111,Republican,2016
Connecticut,Donald Trump,853,Republican,2016
Connecticut,John Kasich,523,Republican,2016
Connecticut,Ted Cruz,173,Republican,2016
Connecticut,Donald Trump,406,Republican,2016
Connecticut,John Kasich,127,Republican,2016
Connecticut,Ted Cruz,90,Republican,2016
Connecticut,Donald Trump,94,Republican,2016
Connecticut,John Kasich,60,Republican,2016
Connecticut,Ted Cruz,48,Republican,2016
Connecticut,Donald Trump,497,Republican,2016
Connecticut,John Kasich,288,Republican,2016
Connecticut,Ted Cruz,70,Republican,2016
Connecticut,Donald Trump,742,Republican,2016
Connecticut,John Kasich,365,Republican,2016
Connecticut,Ted Cruz,186,Republican,2016
Connecticut,Donald Trump,1518,Republican,2016
Connecticut,John Kasich,539,Republican,2016
Connecticut,Ted Cruz,308,Republican,2016
Connecticut,Donald Trump,407,Republican,2016
Connecticut,John Kasich,297,Republican,2016
Connecticut,Ted Cruz,73,Republican,2016
Connecticut,Donald Trump,2597,Republican,2016
Connecticut,John Kasich,2183,Republican,2016
Connecticut,Ted Cruz,472,Republican,2016
Connecticut,Donald Trump,1125,Republican,2016
Connecticut,John Kasich,651,Republican,2016
Connecticut,Ted Cruz,237,Republican,2016
Connecticut,Donald Trump,89,Republican,2016
Connecticut,John Kasich,54,Republican,2016
Connecticut,Ted Cruz,30,Republican,2016
Connecticut,Donald Trump,1521,Republican,2016
Connecticut,John Kasich,1366,Republican,2016
Connecticut,Ted Cruz,269,Republican,2016
Connecticut,Donald Trump,261,Republican,2016
Connecticut,John Kasich,101,Republican,2016
Connecticut,Ted Cruz,46,Republican,2016
Connecticut,Donald Trump,666,Republican,2016
Connecticut,John Kasich,479,Republican,2016
Connecticut,Ted Cruz,203,Republican,2016
Connecticut,Donald Trump,3007,Republican,2016
Connecticut,John Kasich,2591,Republican,2016
Connecticut,Ted Cruz,552,Republican,2016
Connecticut,Donald Trump,501,Republican,2016
Connecticut,John Kasich,132,Republican,2016
Connecticut,Ted Cruz,81,Republican,2016
Connecticut,Donald Trump,991,Republican,2016
Connecticut,John Kasich,561,Republican,2016
Connecticut,Ted Cruz,226,Republican,2016
Connecticut,Donald Trump,973,Republican,2016
Connecticut,John Kasich,588,Republican,2016
Connecticut,Ted Cruz,244,Republican,2016
Connecticut,Donald Trump,495,Republican,2016
Connecticut,John Kasich,206,Republican,2016
Connecticut,Ted Cruz,95,Republican,2016
Connecticut,Donald Trump,1189,Republican,2016
Connecticut,John Kasich,558,Republican,2016
Connecticut,Ted Cruz,368,Republican,2016
Connecticut,Donald Trump,105,Republican,2016
Connecticut,John Kasich,45,Republican,2016
Connecticut,Ted Cruz,23,Republican,2016
Connecticut,Donald Trump,265,Republican,2016
Connecticut,John Kasich,158,Republican,2016
Connecticut,Ted Cruz,87,Republican,2016
Connecticut,Donald Trump,193,Republican,2016
Connecticut,John Kasich,60,Republican,2016
Connecticut,Ted Cruz,73,Republican,2016
Connecticut,Donald Trump,427,Republican,2016
Connecticut,John Kasich,152,Republican,2016
Connecticut,Ted Cruz,87,Republican,2016
Connecticut,Donald Trump,476,Republican,2016
Connecticut,John Kasich,263,Republican,2016
Connecticut,Ted Cruz,120,Republican,2016
Connecticut,Donald Trump,126,Republican,2016
Connecticut,John Kasich,93,Republican,2016
Connecticut,Ted Cruz,33,Republican,2016
Connecticut,Donald Trump,478,Republican,2016
Connecticut,John Kasich,115,Republican,2016
Connecticut,Ted Cruz,118,Republican,2016
Connecticut,Donald Trump,454,Republican,2016
Connecticut,John Kasich,219,Republican,2016
Connecticut,Ted Cruz,93,Republican,2016
Connecticut,Donald Trump,416,Republican,2016
Connecticut,John Kasich,169,Republican,2016
Connecticut,Ted Cruz,98,Republican,2016
Connecticut,Donald Trump,642,Republican,2016
Connecticut,John Kasich,361,Republican,2016
Connecticut,Ted Cruz,197,Republican,2016
Connecticut,Donald Trump,189,Republican,2016
Connecticut,John Kasich,79,Republican,2016
Connecticut,Ted Cruz,36,Republican,2016
Connecticut,Donald Trump,568,Republican,2016
Connecticut,John Kasich,289,Republican,2016
Connecticut,Ted Cruz,127,Republican,2016
Connecticut,Donald Trump,137,Republican,2016
Connecticut,John Kasich,124,Republican,2016
Connecticut,Ted Cruz,36,Republican,2016
Connecticut,Donald Trump,974,Republican,2016
Connecticut,John Kasich,817,Republican,2016
Connecticut,Ted Cruz,210,Republican,2016
Connecticut,Donald Trump,1372,Republican,2016
Connecticut,John Kasich,797,Republican,2016
Connecticut,Ted Cruz,332,Republican,2016
Connecticut,Donald Trump,305,Republican,2016
Connecticut,John Kasich,261,Republican,2016
Connecticut,Ted Cruz,96,Republican,2016
Connecticut,Donald Trump,355,Republican,2016
Connecticut,John Kasich,186,Republican,2016
